PING 52.175.213.212 (52.175.213.212) 56(84) bytes of data.
64 bytes from 52.175.213.212: icmp_seq=194 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=195 ttl=57 time=1.98 ms
64 bytes from 52.175.213.212: icmp_seq=196 ttl=57 time=1.22 ms
64 bytes from 52.175.213.212: icmp_seq=197 ttl=57 time=1.03 ms
64 bytes from 52.175.213.212: icmp_seq=198 ttl=57 time=1.33 ms
64 bytes from 52.175.213.212: icmp_seq=199 ttl=57 time=1.01 ms
64 bytes from 52.175.213.212: icmp_seq=200 ttl=57 time=1.08 ms
64 bytes from 52.175.213.212: icmp_seq=201 ttl=57 time=1.48 ms
64 bytes from 52.175.213.212: icmp_seq=202 ttl=57 time=1.29 ms
64 bytes from 52.175.213.212: icmp_seq=203 ttl=57 time=1.06 ms
64 bytes from 52.175.213.212: icmp_seq=204 ttl=57 time=1.91 ms
64 bytes from 52.175.213.212: icmp_seq=205 ttl=57 time=1.02 ms
64 bytes from 52.175.213.212: icmp_seq=206 ttl=57 time=2.12 ms
64 bytes from 52.175.213.212: icmp_seq=207 ttl=57 time=1.17 ms
64 bytes from 52.175.213.212: icmp_seq=208 ttl=57 time=1.72 ms
64 bytes from 52.175.213.212: icmp_seq=209 ttl=57 time=1.07 ms
64 bytes from 52.175.213.212: icmp_seq=210 ttl=57 time=1.13 ms
64 bytes from 52.175.213.212: icmp_seq=211 ttl=57 time=1.37 ms
64 bytes from 52.175.213.212: icmp_seq=212 ttl=57 time=1.43 ms
64 bytes from 52.175.213.212: icmp_seq=213 ttl=57 time=2.10 ms
64 bytes from 52.175.213.212: icmp_seq=214 ttl=57 time=1.25 ms
64 bytes from 52.175.213.212: icmp_seq=215 ttl=57 time=1.24 ms
64 bytes from 52.175.213.212: icmp_seq=216 ttl=57 time=1.53 ms
64 bytes from 52.175.213.212: icmp_seq=217 ttl=57 time=1.39 ms
64 bytes from 52.175.213.212: icmp_seq=218 ttl=57 time=1.04 ms
64 bytes from 52.175.213.212: icmp_seq=219 ttl=57 time=1.30 ms
64 bytes from 52.175.213.212: icmp_seq=220 ttl=57 time=1.23 ms
64 bytes from 52.175.213.212: icmp_seq=221 ttl=57 time=1.13 ms
64 bytes from 52.175.213.212: icmp_seq=222 ttl=57 time=1.28 ms
64 bytes from 52.175.213.212: icmp_seq=223 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=224 ttl=57 time=0.854 ms
64 bytes from 52.175.213.212: icmp_seq=225 ttl=57 time=1.37 ms
64 bytes from 52.175.213.212: icmp_seq=226 ttl=57 time=1.30 ms
64 bytes from 52.175.213.212: icmp_seq=227 ttl=57 time=1.38 ms
64 bytes from 52.175.213.212: icmp_seq=228 ttl=57 time=1.22 ms
64 bytes from 52.175.213.212: icmp_seq=229 ttl=57 time=1.43 ms
64 bytes from 52.175.213.212: icmp_seq=230 ttl=57 time=1.70 ms
64 bytes from 52.175.213.212: icmp_seq=231 ttl=57 time=1.74 ms
64 bytes from 52.175.213.212: icmp_seq=232 ttl=57 time=1.46 ms
64 bytes from 52.175.213.212: icmp_seq=233 ttl=57 time=1.40 ms
64 bytes from 52.175.213.212: icmp_seq=234 ttl=57 time=1.31 ms
64 bytes from 52.175.213.212: icmp_seq=235 ttl=57 time=1.34 ms
64 bytes from 52.175.213.212: icmp_seq=236 ttl=57 time=1.37 ms
64 bytes from 52.175.213.212: icmp_seq=237 ttl=57 time=1.24 ms
64 bytes from 52.175.213.212: icmp_seq=238 ttl=57 time=1.17 ms
64 bytes from 52.175.213.212: icmp_seq=239 ttl=57 time=2.63 ms
64 bytes from 52.175.213.212: icmp_seq=240 ttl=57 time=1.94 ms
64 bytes from 52.175.213.212: icmp_seq=241 ttl=57 time=1.64 ms
64 bytes from 52.175.213.212: icmp_seq=242 ttl=57 time=1.20 ms
64 bytes from 52.175.213.212: icmp_seq=243 ttl=57 time=1.63 ms
64 bytes from 52.175.213.212: icmp_seq=244 ttl=57 time=0.949 ms
64 bytes from 52.175.213.212: icmp_seq=245 ttl=57 time=1.01 ms
64 bytes from 52.175.213.212: icmp_seq=246 ttl=57 time=1.08 ms
64 bytes from 52.175.213.212: icmp_seq=247 ttl=57 time=1.59 ms
64 bytes from 52.175.213.212: icmp_seq=248 ttl=57 time=1.07 ms
64 bytes from 52.175.213.212: icmp_seq=249 ttl=57 time=1.28 ms
64 bytes from 52.175.213.212: icmp_seq=250 ttl=57 time=1.44 ms
64 bytes from 52.175.213.212: icmp_seq=251 ttl=57 time=1.77 ms
64 bytes from 52.175.213.212: icmp_seq=252 ttl=57 time=1.08 ms
64 bytes from 52.175.213.212: icmp_seq=253 ttl=57 time=1.31 ms
64 bytes from 52.175.213.212: icmp_seq=254 ttl=57 time=1.24 ms
64 bytes from 52.175.213.212: icmp_seq=255 ttl=57 time=1.41 ms
64 bytes from 52.175.213.212: icmp_seq=256 ttl=57 time=1.42 ms
64 bytes from 52.175.213.212: icmp_seq=257 ttl=57 time=1.41 ms
64 bytes from 52.175.213.212: icmp_seq=258 ttl=57 time=1.52 ms
64 bytes from 52.175.213.212: icmp_seq=259 ttl=57 time=1.52 ms
64 bytes from 52.175.213.212: icmp_seq=260 ttl=57 time=3.71 ms
64 bytes from 52.175.213.212: icmp_seq=261 ttl=57 time=1.42 ms
64 bytes from 52.175.213.212: icmp_seq=262 ttl=57 time=1.17 ms
64 bytes from 52.175.213.212: icmp_seq=263 ttl=57 time=1.32 ms
64 bytes from 52.175.213.212: icmp_seq=264 ttl=57 time=1.31 ms
64 bytes from 52.175.213.212: icmp_seq=265 ttl=57 time=1.60 ms
64 bytes from 52.175.213.212: icmp_seq=266 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=267 ttl=57 time=1.30 ms
64 bytes from 52.175.213.212: icmp_seq=268 ttl=57 time=1.41 ms
64 bytes from 52.175.213.212: icmp_seq=269 ttl=57 time=1.39 ms
64 bytes from 52.175.213.212: icmp_seq=270 ttl=57 time=1.07 ms
64 bytes from 52.175.213.212: icmp_seq=271 ttl=57 time=2.04 ms
64 bytes from 52.175.213.212: icmp_seq=272 ttl=57 time=1.24 ms
64 bytes from 52.175.213.212: icmp_seq=273 ttl=57 time=1.56 ms
64 bytes from 52.175.213.212: icmp_seq=274 ttl=57 time=1.48 ms
64 bytes from 52.175.213.212: icmp_seq=275 ttl=57 time=1.70 ms
64 bytes from 52.175.213.212: icmp_seq=276 ttl=57 time=1.29 ms
64 bytes from 52.175.213.212: icmp_seq=277 ttl=57 time=1.24 ms
64 bytes from 52.175.213.212: icmp_seq=278 ttl=57 time=1.31 ms
64 bytes from 52.175.213.212: icmp_seq=279 ttl=57 time=1.58 ms
