PING 143.198.66.185 (143.198.66.185) 56(84) bytes of data.
64 bytes from 143.198.66.185: icmp_seq=301 ttl=62 time=0.347 ms
64 bytes from 143.198.66.185: icmp_seq=302 ttl=62 time=0.470 ms
64 bytes from 143.198.66.185: icmp_seq=303 ttl=62 time=0.396 ms
64 bytes from 143.198.66.185: icmp_seq=304 ttl=62 time=0.413 ms
64 bytes from 143.198.66.185: icmp_seq=305 ttl=62 time=0.387 ms
64 bytes from 143.198.66.185: icmp_seq=306 ttl=62 time=0.373 ms
64 bytes from 143.198.66.185: icmp_seq=307 ttl=62 time=0.412 ms
64 bytes from 143.198.66.185: icmp_seq=308 ttl=62 time=0.370 ms
64 bytes from 143.198.66.185: icmp_seq=309 ttl=62 time=0.344 ms
64 bytes from 143.198.66.185: icmp_seq=310 ttl=62 time=0.361 ms
64 bytes from 143.198.66.185: icmp_seq=311 ttl=62 time=0.396 ms
64 bytes from 143.198.66.185: icmp_seq=312 ttl=62 time=0.339 ms
64 bytes from 143.198.66.185: icmp_seq=313 ttl=62 time=0.423 ms
64 bytes from 143.198.66.185: icmp_seq=314 ttl=62 time=0.339 ms
64 bytes from 143.198.66.185: icmp_seq=315 ttl=62 time=0.345 ms
64 bytes from 143.198.66.185: icmp_seq=316 ttl=62 time=0.368 ms
64 bytes from 143.198.66.185: icmp_seq=317 ttl=62 time=0.351 ms
64 bytes from 143.198.66.185: icmp_seq=318 ttl=62 time=0.345 ms
64 bytes from 143.198.66.185: icmp_seq=319 ttl=62 time=0.429 ms
64 bytes from 143.198.66.185: icmp_seq=320 ttl=62 time=0.354 ms
64 bytes from 143.198.66.185: icmp_seq=321 ttl=62 time=0.403 ms
64 bytes from 143.198.66.185: icmp_seq=322 ttl=62 time=0.360 ms
64 bytes from 143.198.66.185: icmp_seq=323 ttl=62 time=0.440 ms
64 bytes from 143.198.66.185: icmp_seq=324 ttl=62 time=0.347 ms
64 bytes from 143.198.66.185: icmp_seq=325 ttl=62 time=0.362 ms
64 bytes from 143.198.66.185: icmp_seq=326 ttl=62 time=0.373 ms
64 bytes from 143.198.66.185: icmp_seq=327 ttl=62 time=0.390 ms
64 bytes from 143.198.66.185: icmp_seq=328 ttl=62 time=0.309 ms
64 bytes from 143.198.66.185: icmp_seq=329 ttl=62 time=0.428 ms
64 bytes from 143.198.66.185: icmp_seq=330 ttl=62 time=0.389 ms
64 bytes from 143.198.66.185: icmp_seq=331 ttl=62 time=0.385 ms
64 bytes from 143.198.66.185: icmp_seq=332 ttl=62 time=0.362 ms
64 bytes from 143.198.66.185: icmp_seq=333 ttl=62 time=0.362 ms
64 bytes from 143.198.66.185: icmp_seq=334 ttl=62 time=0.374 ms
64 bytes from 143.198.66.185: icmp_seq=335 ttl=62 time=0.356 ms
64 bytes from 143.198.66.185: icmp_seq=336 ttl=62 time=0.354 ms
64 bytes from 143.198.66.185: icmp_seq=337 ttl=62 time=0.328 ms
64 bytes from 143.198.66.185: icmp_seq=338 ttl=62 time=0.402 ms
64 bytes from 143.198.66.185: icmp_seq=339 ttl=62 time=0.359 ms
64 bytes from 143.198.66.185: icmp_seq=340 ttl=62 time=0.408 ms
64 bytes from 143.198.66.185: icmp_seq=341 ttl=62 time=0.373 ms
64 bytes from 143.198.66.185: icmp_seq=342 ttl=62 time=0.380 ms
64 bytes from 143.198.66.185: icmp_seq=343 ttl=62 time=0.357 ms
64 bytes from 143.198.66.185: icmp_seq=344 ttl=62 time=0.344 ms
64 bytes from 143.198.66.185: icmp_seq=345 ttl=62 time=0.405 ms
64 bytes from 143.198.66.185: icmp_seq=346 ttl=62 time=0.489 ms
64 bytes from 143.198.66.185: icmp_seq=347 ttl=62 time=0.449 ms
64 bytes from 143.198.66.185: icmp_seq=348 ttl=62 time=0.393 ms
64 bytes from 143.198.66.185: icmp_seq=349 ttl=62 time=0.384 ms
64 bytes from 143.198.66.185: icmp_seq=350 ttl=62 time=0.356 ms
64 bytes from 143.198.66.185: icmp_seq=351 ttl=62 time=0.421 ms
64 bytes from 143.198.66.185: icmp_seq=352 ttl=62 time=0.390 ms
64 bytes from 143.198.66.185: icmp_seq=353 ttl=62 time=0.404 ms
64 bytes from 143.198.66.185: icmp_seq=354 ttl=62 time=0.487 ms
64 bytes from 143.198.66.185: icmp_seq=355 ttl=62 time=0.402 ms
