PING 54.183.192.90 (54.183.192.90) 56(84) bytes of data.
64 bytes from 54.183.192.90: icmp_seq=356 ttl=63 time=0.465 ms
64 bytes from 54.183.192.90: icmp_seq=357 ttl=63 time=0.450 ms
64 bytes from 54.183.192.90: icmp_seq=358 ttl=63 time=0.519 ms
64 bytes from 54.183.192.90: icmp_seq=359 ttl=63 time=0.476 ms
64 bytes from 54.183.192.90: icmp_seq=360 ttl=63 time=1.86 ms
64 bytes from 54.183.192.90: icmp_seq=361 ttl=63 time=2.46 ms
64 bytes from 54.183.192.90: icmp_seq=362 ttl=63 time=0.547 ms
64 bytes from 54.183.192.90: icmp_seq=363 ttl=63 time=0.545 ms
64 bytes from 54.183.192.90: icmp_seq=364 ttl=63 time=0.443 ms
64 bytes from 54.183.192.90: icmp_seq=365 ttl=63 time=0.477 ms
64 bytes from 54.183.192.90: icmp_seq=366 ttl=63 time=0.434 ms
64 bytes from 54.183.192.90: icmp_seq=367 ttl=63 time=0.488 ms
64 bytes from 54.183.192.90: icmp_seq=368 ttl=63 time=0.523 ms
64 bytes from 54.183.192.90: icmp_seq=369 ttl=63 time=0.441 ms
64 bytes from 54.183.192.90: icmp_seq=370 ttl=63 time=0.501 ms
64 bytes from 54.183.192.90: icmp_seq=371 ttl=63 time=0.437 ms
64 bytes from 54.183.192.90: icmp_seq=372 ttl=63 time=0.510 ms
64 bytes from 54.183.192.90: icmp_seq=373 ttl=63 time=0.539 ms
64 bytes from 54.183.192.90: icmp_seq=374 ttl=63 time=0.495 ms
64 bytes from 54.183.192.90: icmp_seq=375 ttl=63 time=0.491 ms
64 bytes from 54.183.192.90: icmp_seq=376 ttl=63 time=0.447 ms
64 bytes from 54.183.192.90: icmp_seq=377 ttl=63 time=0.601 ms
64 bytes from 54.183.192.90: icmp_seq=378 ttl=63 time=0.454 ms
64 bytes from 54.183.192.90: icmp_seq=379 ttl=63 time=0.516 ms
64 bytes from 54.183.192.90: icmp_seq=380 ttl=63 time=0.499 ms
64 bytes from 54.183.192.90: icmp_seq=381 ttl=63 time=0.532 ms
64 bytes from 54.183.192.90: icmp_seq=382 ttl=63 time=2.13 ms
64 bytes from 54.183.192.90: icmp_seq=383 ttl=63 time=0.482 ms
64 bytes from 54.183.192.90: icmp_seq=384 ttl=63 time=0.509 ms
64 bytes from 54.183.192.90: icmp_seq=385 ttl=63 time=0.539 ms
64 bytes from 54.183.192.90: icmp_seq=386 ttl=63 time=0.525 ms
64 bytes from 54.183.192.90: icmp_seq=387 ttl=63 time=0.510 ms
64 bytes from 54.183.192.90: icmp_seq=388 ttl=63 time=0.499 ms
64 bytes from 54.183.192.90: icmp_seq=389 ttl=63 time=0.471 ms
64 bytes from 54.183.192.90: icmp_seq=390 ttl=63 time=0.427 ms
64 bytes from 54.183.192.90: icmp_seq=391 ttl=63 time=0.467 ms
64 bytes from 54.183.192.90: icmp_seq=392 ttl=63 time=0.528 ms
64 bytes from 54.183.192.90: icmp_seq=393 ttl=63 time=0.501 ms
64 bytes from 54.183.192.90: icmp_seq=394 ttl=63 time=0.478 ms
64 bytes from 54.183.192.90: icmp_seq=395 ttl=63 time=0.506 ms
64 bytes from 54.183.192.90: icmp_seq=396 ttl=63 time=0.507 ms
64 bytes from 54.183.192.90: icmp_seq=397 ttl=63 time=0.453 ms
64 bytes from 54.183.192.90: icmp_seq=398 ttl=63 time=0.503 ms
64 bytes from 54.183.192.90: icmp_seq=399 ttl=63 time=0.476 ms
64 bytes from 54.183.192.90: icmp_seq=400 ttl=63 time=0.513 ms
64 bytes from 54.183.192.90: icmp_seq=401 ttl=63 time=0.476 ms
64 bytes from 54.183.192.90: icmp_seq=402 ttl=63 time=0.463 ms
64 bytes from 54.183.192.90: icmp_seq=403 ttl=63 time=2.48 ms
64 bytes from 54.183.192.90: icmp_seq=404 ttl=63 time=0.528 ms
64 bytes from 54.183.192.90: icmp_seq=405 ttl=63 time=0.422 ms
64 bytes from 54.183.192.90: icmp_seq=406 ttl=63 time=0.538 ms
64 bytes from 54.183.192.90: icmp_seq=407 ttl=63 time=2.39 ms
64 bytes from 54.183.192.90: icmp_seq=408 ttl=63 time=0.479 ms
64 bytes from 54.183.192.90: icmp_seq=409 ttl=63 time=0.521 ms
64 bytes from 54.183.192.90: icmp_seq=410 ttl=63 time=0.477 ms
64 bytes from 54.183.192.90: icmp_seq=411 ttl=63 time=0.463 ms
64 bytes from 54.183.192.90: icmp_seq=412 ttl=63 time=0.633 ms
64 bytes from 54.183.192.90: icmp_seq=413 ttl=63 time=0.453 ms
64 bytes from 54.183.192.90: icmp_seq=414 ttl=63 time=1.90 ms
64 bytes from 54.183.192.90: icmp_seq=415 ttl=63 time=0.496 ms
64 bytes from 54.183.192.90: icmp_seq=416 ttl=63 time=0.533 ms
64 bytes from 54.183.192.90: icmp_seq=417 ttl=63 time=0.510 ms
64 bytes from 54.183.192.90: icmp_seq=418 ttl=63 time=0.457 ms
64 bytes from 54.183.192.90: icmp_seq=419 ttl=63 time=0.487 ms
64 bytes from 54.183.192.90: icmp_seq=420 ttl=63 time=0.506 ms
64 bytes from 54.183.192.90: icmp_seq=421 ttl=63 time=0.536 ms
64 bytes from 54.183.192.90: icmp_seq=422 ttl=63 time=0.481 ms
64 bytes from 54.183.192.90: icmp_seq=423 ttl=63 time=0.469 ms
64 bytes from 54.183.192.90: icmp_seq=424 ttl=63 time=4.00 ms
64 bytes from 54.183.192.90: icmp_seq=425 ttl=63 time=0.531 ms
64 bytes from 54.183.192.90: icmp_seq=426 ttl=63 time=0.484 ms
64 bytes from 54.183.192.90: icmp_seq=427 ttl=63 time=0.441 ms
64 bytes from 54.183.192.90: icmp_seq=428 ttl=63 time=0.562 ms
64 bytes from 54.183.192.90: icmp_seq=429 ttl=63 time=0.479 ms
64 bytes from 54.183.192.90: icmp_seq=430 ttl=63 time=0.517 ms
64 bytes from 54.183.192.90: icmp_seq=431 ttl=63 time=0.457 ms
64 bytes from 54.183.192.90: icmp_seq=432 ttl=63 time=0.628 ms
64 bytes from 54.183.192.90: icmp_seq=433 ttl=63 time=0.510 ms
64 bytes from 54.183.192.90: icmp_seq=434 ttl=63 time=1.34 ms
64 bytes from 54.183.192.90: icmp_seq=435 ttl=63 time=0.534 ms
64 bytes from 54.183.192.90: icmp_seq=436 ttl=63 time=0.484 ms
64 bytes from 54.183.192.90: icmp_seq=437 ttl=63 time=0.481 ms
64 bytes from 54.183.192.90: icmp_seq=438 ttl=63 time=0.489 ms
64 bytes from 54.183.192.90: icmp_seq=439 ttl=63 time=0.435 ms
64 bytes from 54.183.192.90: icmp_seq=440 ttl=63 time=0.457 ms
64 bytes from 54.183.192.90: icmp_seq=441 ttl=63 time=0.550 ms
64 bytes from 54.183.192.90: icmp_seq=442 ttl=63 time=0.484 ms
64 bytes from 54.183.192.90: icmp_seq=443 ttl=63 time=0.480 ms
64 bytes from 54.183.192.90: icmp_seq=444 ttl=63 time=0.440 ms
64 bytes from 54.183.192.90: icmp_seq=445 ttl=63 time=0.520 ms
64 bytes from 54.183.192.90: icmp_seq=446 ttl=63 time=0.505 ms
64 bytes from 54.183.192.90: icmp_seq=447 ttl=63 time=0.508 ms
64 bytes from 54.183.192.90: icmp_seq=448 ttl=63 time=0.423 ms
64 bytes from 54.183.192.90: icmp_seq=449 ttl=63 time=0.497 ms
64 bytes from 54.183.192.90: icmp_seq=450 ttl=63 time=2.92 ms
64 bytes from 54.183.192.90: icmp_seq=451 ttl=63 time=0.570 ms
64 bytes from 54.183.192.90: icmp_seq=452 ttl=63 time=0.817 ms
64 bytes from 54.183.192.90: icmp_seq=453 ttl=63 time=0.874 ms
64 bytes from 54.183.192.90: icmp_seq=454 ttl=63 time=1.09 ms
64 bytes from 54.183.192.90: icmp_seq=455 ttl=63 time=0.438 ms
64 bytes from 54.183.192.90: icmp_seq=456 ttl=63 time=0.474 ms
64 bytes from 54.183.192.90: icmp_seq=457 ttl=63 time=0.497 ms
64 bytes from 54.183.192.90: icmp_seq=458 ttl=63 time=0.476 ms
64 bytes from 54.183.192.90: icmp_seq=459 ttl=63 time=0.664 ms
64 bytes from 54.183.192.90: icmp_seq=460 ttl=63 time=0.500 ms
64 bytes from 54.183.192.90: icmp_seq=461 ttl=63 time=0.465 ms
64 bytes from 54.183.192.90: icmp_seq=462 ttl=63 time=0.442 ms
64 bytes from 54.183.192.90: icmp_seq=463 ttl=63 time=0.481 ms
64 bytes from 54.183.192.90: icmp_seq=464 ttl=63 time=0.443 ms
64 bytes from 54.183.192.90: icmp_seq=465 ttl=63 time=0.474 ms
64 bytes from 54.183.192.90: icmp_seq=466 ttl=63 time=0.466 ms
64 bytes from 54.183.192.90: icmp_seq=467 ttl=63 time=0.825 ms
64 bytes from 54.183.192.90: icmp_seq=468 ttl=63 time=0.503 ms
64 bytes from 54.183.192.90: icmp_seq=469 ttl=63 time=0.449 ms
64 bytes from 54.183.192.90: icmp_seq=470 ttl=63 time=0.582 ms
64 bytes from 54.183.192.90: icmp_seq=471 ttl=63 time=2.27 ms
64 bytes from 54.183.192.90: icmp_seq=472 ttl=63 time=0.521 ms
64 bytes from 54.183.192.90: icmp_seq=473 ttl=63 time=0.526 ms
64 bytes from 54.183.192.90: icmp_seq=474 ttl=63 time=0.489 ms
64 bytes from 54.183.192.90: icmp_seq=475 ttl=63 time=0.486 ms
64 bytes from 54.183.192.90: icmp_seq=476 ttl=63 time=0.437 ms
64 bytes from 54.183.192.90: icmp_seq=477 ttl=63 time=0.435 ms
64 bytes from 54.183.192.90: icmp_seq=478 ttl=63 time=0.482 ms
64 bytes from 54.183.192.90: icmp_seq=479 ttl=63 time=0.496 ms
64 bytes from 54.183.192.90: icmp_seq=480 ttl=63 time=0.503 ms
64 bytes from 54.183.192.90: icmp_seq=481 ttl=63 time=1.75 ms
64 bytes from 54.183.192.90: icmp_seq=482 ttl=63 time=0.488 ms
64 bytes from 54.183.192.90: icmp_seq=483 ttl=63 time=0.547 ms
64 bytes from 54.183.192.90: icmp_seq=484 ttl=63 time=0.471 ms
64 bytes from 54.183.192.90: icmp_seq=485 ttl=63 time=0.434 ms
64 bytes from 54.183.192.90: icmp_seq=486 ttl=63 time=0.442 ms
64 bytes from 54.183.192.90: icmp_seq=487 ttl=63 time=0.502 ms
64 bytes from 54.183.192.90: icmp_seq=488 ttl=63 time=0.492 ms
64 bytes from 54.183.192.90: icmp_seq=489 ttl=63 time=0.439 ms
64 bytes from 54.183.192.90: icmp_seq=490 ttl=63 time=0.440 ms
64 bytes from 54.183.192.90: icmp_seq=491 ttl=63 time=0.433 ms
64 bytes from 54.183.192.90: icmp_seq=492 ttl=63 time=0.435 ms
64 bytes from 54.183.192.90: icmp_seq=493 ttl=63 time=0.473 ms
64 bytes from 54.183.192.90: icmp_seq=494 ttl=63 time=0.443 ms
64 bytes from 54.183.192.90: icmp_seq=495 ttl=63 time=2.33 ms
64 bytes from 54.183.192.90: icmp_seq=496 ttl=63 time=0.481 ms
64 bytes from 54.183.192.90: icmp_seq=497 ttl=63 time=1.91 ms
64 bytes from 54.183.192.90: icmp_seq=498 ttl=63 time=0.912 ms
64 bytes from 54.183.192.90: icmp_seq=499 ttl=63 time=0.465 ms
64 bytes from 54.183.192.90: icmp_seq=500 ttl=63 time=0.622 ms

--- 54.183.192.90 ping statistics ---
500 packets transmitted, 500 received, 0% packet loss, time 509154ms
rtt min/avg/max/mdev = 0.406/0.760/14.230/1.145 ms
